member_id,arm,is_exclude,K,group_id,group_label,rep_hat,mu,w,is_priored,signed_dev,abs_dev,N_mix,N_post,N_tot,psi_hat,log_N_mix,N_mix_over_w,log_N_mix_over_w
2,exclude,1.0,0.2,7,RTTP / PS.2,0.674622335825264,0.4962,354.5,1,0.178422335825264,0.178422335825264,320.0,2.0,322.0,0.9937888198757764,5.771441123130016,0.9026798307475318,0.9826196156854129
2,exclude,1.0,0.2,10,RTTP / PS.WEST.3,0.580808881019583,0.5121,739.2,1,0.06870888101958295,0.06870888101958295,175.0,123.0,298.0,0.587248322147651,5.170483995038151,0.23674242424242423,0.7825860864653296
2,exclude,1.0,0.2,13,PTTP/pooled / PHID.2/PL.ALL.2,0.542085960748082,0.5,1.0,0,0.04208596074808202,0.04208596074808202,116.0,13.0,129.0,0.8992248062015504,4.762173934797756,116.0,6.870364719583405
2,exclude,1.0,0.2,14,PTTP/pooled / PS.2,0.499431112574793,0.4962,354.5,1,0.003231112574793027,0.003231112574793027,5.0,1.0,6.0,0.8333333333333334,1.791759469228055,0.014104372355430184,0.3050569110022798
2,exclude,1.0,0.2,17,PTTP/pooled / PS.WEST.3,0.762999992752251,0.5121,739.2,1,0.25089999275225106,0.25089999275225106,1210.0,2257.0,3467.0,0.3490049033746755,7.099201743553092,1.6369047619047619,1.0745099520367174
2,exclude,1.0,0.2,18,PTTP/pooled / PS.EAST.3,0.874687147302763,0.5282,231.2,1,0.346487147302763,0.346487147302763,1264.0,1853.0,3117.0,0.4055181264035932,7.142827401161621,5.467128027681661,1.3111881602048459
2,exclude,1.0,0.2,19,JPTP / LL.WEST.1,0.989999988965524,0.5,1.0,0,0.489999988965524,0.489999988965524,5.0,54.0,59.0,0.0847457627118644,1.791759469228055,5.0,2.584962500721156
2,exclude,1.0,0.2,20,JPTP / LL.EAST.1/LL.ALL.2/LL.OS.2/LL.ARCH.3/LL.WEST.3/LL.EAST.3/LL.OS.3/LL.ALL.5,0.189749305752163,0.5,1.0,0,-0.310250694247837,0.310250694247837,0.0,10.0,10.0,0.0,0.0,0.0,0.0
2,exclude,1.0,0.2,23,JPTP / PS.JP.1/PL.JP.1,0.989999998680579,0.5,1.0,0,0.489999998680579,0.489999998680579,285.0,87.0,372.0,0.7661290322580645,5.655991810819852,285.0,8.159871336778389
2,exclude,1.0,0.2,29,JPTP / PS.WEST.3,0.190607581166056,0.5,1.0,0,-0.30939241883394397,0.30939241883394397,18.0,0.0,18.0,1.0,2.9444389791664403,18.0,4.247927513443585
4,exclude,1.0,0.15,1,RTTP/PTTP/pooled / LL.WEST.1/LL.EAST.1/LL.ALL.2/LL.OS.2/LL.ARCH.3/LL.WEST.3/LL.EAST.3/LL.OS.3/LL.ALL.5,0.383107989288871,0.5,1.0,0,-0.11689201071112898,0.11689201071112898,189.0,225.0,414.0,0.45652173913043476,5.247024072160486,189.0,7.569855608330948
4,exclude,1.0,0.15,6,RTTP / PHID.2/PL.ALL.2,0.85776502609439,0.5,1.0,0,0.35776502609439,0.35776502609439,46.0,1.0,47.0,0.9787234042553191,3.8501476017100584,46.0,5.554588851677638
4,exclude,1.0,0.15,7,RTTP / PS.2,0.675444526402901,0.4962,354.5,1,0.179244526402901,0.179244526402901,320.0,2.0,322.0,0.9937888198757764,5.771441123130016,0.9026798307475318,0.9826196156854129
4,exclude,1.0,0.15,10,RTTP / PS.WEST.3,0.619489531088471,0.5121,739.2,1,0.10738953108847105,0.10738953108847105,212.0,86.0,298.0,0.7114093959731543,5.3612921657094255,0.28679653679653677,0.8114661332258533
4,exclude,1.0,0.15,13,PTTP/pooled / PHID.2/PL.ALL.2,0.78111866745025,0.5,1.0,0,0.28111866745025005,0.28111866745025005,120.0,9.0,129.0,0.9302325581395349,4.795790545596741,120.0,6.9188632372745955
4,exclude,1.0,0.15,14,PTTP/pooled / PS.2,0.504028447775373,0.4962,354.5,1,0.00782844777537306,0.00782844777537306,5.0,1.0,6.0,0.8333333333333334,1.791759469228055,0.014104372355430184,0.3050569110022798
4,exclude,1.0,0.15,17,PTTP/pooled / PS.WEST.3,0.849999238035065,0.5121,739.2,1,0.33789923803506505,0.33789923803506505,1944.0,1523.0,3467.0,0.5607153158350159,7.573017256052546,2.6298701298701297,1.1462249845151762
4,exclude,1.0,0.15,18,PTTP/pooled / PS.EAST.3,0.965999653487233,0.5282,231.2,1,0.43779965348723304,0.43779965348723304,1693.0,1424.0,3117.0,0.5431504651908887,7.434847875211999,7.322664359861592,1.364793513744537
4,exclude,1.0,0.15,19,JPTP / LL.WEST.1,0.989999978438934,0.5,1.0,0,0.48999997843893395,0.48999997843893395,16.0,43.0,59.0,0.2711864406779661,2.833213344056216,16.0,4.08746284125034
4,exclude,1.0,0.15,20,JPTP / LL.EAST.1/LL.ALL.2/LL.OS.2/LL.ARCH.3/LL.WEST.3/LL.EAST.3/LL.OS.3/LL.ALL.5,0.239108528345146,0.5,1.0,0,-0.260891471654854,0.260891471654854,0.0,10.0,10.0,0.0,0.0,0.0,0.0
4,exclude,1.0,0.15,23,JPTP / PS.JP.1/PL.JP.1,0.989999998144367,0.5,1.0,0,0.489999998144367,0.489999998144367,327.0,45.0,372.0,0.8790322580645161,5.793013608384144,327.0,8.357552004618084
4,exclude,1.0,0.15,29,JPTP / PS.WEST.3,0.381825740604181,0.5,1.0,0,-0.11817425939581899,0.11817425939581899,18.0,0.0,18.0,1.0,2.9444389791664403,18.0,4.247927513443585
5,include,0.0,0.3,1,RTTP/PTTP/pooled / LL.WEST.1/LL.EAST.1/LL.ALL.2/LL.OS.2/LL.ARCH.3/LL.WEST.3/LL.EAST.3/LL.OS.3/LL.ALL.5,0.226886634765277,0.5,1.0,0,-0.27311336523472296,0.27311336523472296,91.0,323.0,414.0,0.21980676328502416,4.5217885770490405,91.0,6.523561956057013
5,include,0.0,0.3,6,RTTP / PHID.2/PL.ALL.2,0.331489435500274,0.5,1.0,0,-0.168510564499726,0.168510564499726,45.0,2.0,47.0,0.9574468085106383,3.828641396489095,45.0,5.523561956057013
5,include,0.0,0.3,7,RTTP / PS.2,0.525186371171466,0.4962,354.5,1,0.028986371171466074,0.028986371171466074,320.0,2.0,322.0,0.9937888198757764,5.771441123130016,0.9026798307475318,0.9826196156854129
5,include,0.0,0.3,10,RTTP / PS.WEST.3,0.542810914471951,0.5121,739.2,1,0.030710914471950956,0.030710914471950956,121.0,177.0,298.0,0.40604026845637586,4.804021044733257,0.1636904761904762,0.7271195563708814
5,include,0.0,0.3,13,PTTP/pooled / PHID.2/PL.ALL.2,0.449616346419402,0.5,1.0,0,-0.05038365358059799,0.05038365358059799,114.0,15.0,129.0,0.8837209302325582,4.74493212836325,114.0,6.845490050944376
5,include,0.0,0.3,14,PTTP/pooled / PS.2,0.50230898142452,0.4962,354.5,1,0.006108981424519988,0.006108981424519988,3.0,3.0,6.0,0.5,1.3862943611198906,0.00846262341325811,0.2360242447750593
5,include,0.0,0.3,17,PTTP/pooled / PS.WEST.3,0.691287255868484,0.5121,739.2,1,0.17918725586848405,0.17918725586848405,458.0,3009.0,3467.0,0.1321026824343813,6.129050210060545,0.6195887445887446,0.92767126293085
5,include,0.0,0.3,18,PTTP/pooled / PS.EAST.3,0.693391848241827,0.5282,231.2,1,0.16519184824182698,0.16519184824182698,477.0,2640.0,3117.0,0.1530317613089509,6.169610732491456,2.063148788927336,1.1325375920745284
5,include,0.0,0.3,19,JPTP / LL.WEST.1,0.461761340541296,0.5,1.0,0,-0.03823865945870403,0.03823865945870403,1.0,58.0,59.0,0.01694915254237288,0.6931471805599453,1.0,1.0
5,include,0.0,0.3,20,JPTP / LL.EAST.1/LL.ALL.2/LL.OS.2/LL.ARCH.3/LL.WEST.3/LL.EAST.3/LL.OS.3/LL.ALL.5,0.110319413243271,0.5,1.0,0,-0.389680586756729,0.389680586756729,0.0,10.0,10.0,0.0,0.0,0.0,0.0
5,include,0.0,0.3,23,JPTP / PS.JP.1/PL.JP.1,0.989999998464492,0.5,1.0,0,0.48999999846449205,0.48999999846449205,206.0,166.0,372.0,0.553763440860215,5.332718793265369,206.0,7.693486957499325
5,include,0.0,0.3,29,JPTP / PS.WEST.3,0.135538147968748,0.5,1.0,0,-0.36446185203125203,0.36446185203125203,18.0,0.0,18.0,1.0,2.9444389791664403,18.0,4.247927513443585
6,include,0.0,0.25,1,RTTP/PTTP/pooled / LL.WEST.1/LL.EAST.1/LL.ALL.2/LL.OS.2/LL.ARCH.3/LL.WEST.3/LL.EAST.3/LL.OS.3/LL.ALL.5,0.194507568292131,0.5,1.0,0,-0.305492431707869,0.305492431707869,132.0,282.0,414.0,0.3188405797101449,4.890349128221754,132.0,7.05528243550119
6,include,0.0,0.25,6,RTTP / PHID.2/PL.ALL.2,0.312385055031856,0.5,1.0,0,-0.18761494496814402,0.18761494496814402,45.0,2.0,47.0,0.9574468085106383,3.828641396489095,45.0,5.523561956057013
6,include,0.0,0.25,7,RTTP / PS.2,0.503843362725139,0.4962,354.5,1,0.007643362725138991,0.007643362725138991,320.0,2.0,322.0,0.9937888198757764,5.771441123130016,0.9026798307475318,0.9826196156854129
6,include,0.0,0.25,10,RTTP / PS.WEST.3,0.524219451782672,0.5121,739.2,1,0.012119451782672042,0.012119451782672042,175.0,123.0,298.0,0.587248322147651,5.170483995038151,0.23674242424242423,0.7825860864653296
6,include,0.0,0.25,13,PTTP/pooled / PHID.2/PL.ALL.2,0.41950848098256,0.5,1.0,0,-0.08049151901744,0.08049151901744,115.0,14.0,129.0,0.8914728682170543,4.7535901911063645,115.0,6.857980995127572
6,include,0.0,0.25,14,PTTP/pooled / PS.2,0.499868203313451,0.4962,354.5,1,0.003668203313451024,0.003668203313451024,4.0,2.0,6.0,0.6666666666666666,1.6094379124341003,0.011283497884344146,0.2740156625088909
6,include,0.0,0.25,17,PTTP/pooled / PS.WEST.3,0.645623143180552,0.5121,739.2,1,0.13352314318055203,0.13352314318055203,758.0,2709.0,3467.0,0.21863282376694548,6.63200177739563,1.0254329004329004,1.0037962251471702
6,include,0.0,0.25,18,PTTP/pooled / PS.EAST.3,0.683040429202125,0.5282,231.2,1,0.15484042920212504,0.15484042920212504,1010.0,2107.0,3117.0,0.32402951555983317,6.918695219020472,4.368512110726644,1.2700448639946422
6,include,0.0,0.25,19,JPTP / LL.WEST.1,0.363558534145055,0.5,1.0,0,-0.136441465854945,0.136441465854945,1.0,58.0,59.0,0.01694915254237288,0.6931471805599453,1.0,1.0
6,include,0.0,0.25,20,JPTP / LL.EAST.1/LL.ALL.2/LL.OS.2/LL.ARCH.3/LL.WEST.3/LL.EAST.3/LL.OS.3/LL.ALL.5,0.0828495751999529,0.5,1.0,0,-0.4171504248000471,0.4171504248000471,0.0,10.0,10.0,0.0,0.0,0.0,0.0
6,include,0.0,0.25,23,JPTP / PS.JP.1/PL.JP.1,0.98999999748428,0.5,1.0,0,0.48999999748428,0.48999999748428,206.0,166.0,372.0,0.553763440860215,5.332718793265369,206.0,7.693486957499325
6,include,0.0,0.25,29,JPTP / PS.WEST.3,0.121127730889343,0.5,1.0,0,-0.37887226911065697,0.37887226911065697,18.0,0.0,18.0,1.0,2.9444389791664403,18.0,4.247927513443585
7,include,0.0,0.35,1,RTTP/PTTP/pooled / LL.WEST.1/LL.EAST.1/LL.ALL.2/LL.OS.2/LL.ARCH.3/LL.WEST.3/LL.EAST.3/LL.OS.3/LL.ALL.5,0.323512904455093,0.5,1.0,0,-0.176487095544907,0.176487095544907,91.0,323.0,414.0,0.21980676328502416,4.5217885770490405,91.0,6.523561956057013
7,include,0.0,0.35,6,RTTP / PHID.2/PL.ALL.2,0.457615237699633,0.5,1.0,0,-0.042384762300366974,0.042384762300366974,45.0,2.0,47.0,0.9574468085106383,3.828641396489095,45.0,5.523561956057013
7,include,0.0,0.35,7,RTTP / PS.2,0.538169298607315,0.4962,354.5,1,0.04196929860731502,0.04196929860731502,320.0,2.0,322.0,0.9937888198757764,5.771441123130016,0.9026798307475318,0.9826196156854129
7,include,0.0,0.35,10,RTTP / PS.WEST.3,0.580206961431909,0.5121,739.2,1,0.06810696143190897,0.06810696143190897,121.0,177.0,298.0,0.40604026845637586,4.804021044733257,0.1636904761904762,0.7271195563708814
7,include,0.0,0.35,13,PTTP/pooled / PHID.2/PL.ALL.2,0.757171928450218,0.5,1.0,0,0.25717192845021797,0.25717192845021797,114.0,15.0,129.0,0.8837209302325582,4.74493212836325,114.0,6.845490050944376
7,include,0.0,0.35,14,PTTP/pooled / PS.2,0.506814676980902,0.4962,354.5,1,0.010614676980902016,0.010614676980902016,3.0,3.0,6.0,0.5,1.3862943611198906,0.00846262341325811,0.2360242447750593
7,include,0.0,0.35,17,PTTP/pooled / PS.WEST.3,0.771804304134308,0.5121,739.2,1,0.259704304134308,0.259704304134308,452.0,3015.0,3467.0,0.13037207960773003,6.115892125483034,0.6114718614718614,0.9256797020006207
7,include,0.0,0.35,18,PTTP/pooled / PS.EAST.3,0.859078745996807,0.5282,231.2,1,0.330878745996807,0.330878745996807,444.0,2673.0,3117.0,0.1424446583253128,6.09807428216624,1.920415224913495,1.1194058528595712
7,include,0.0,0.35,19,JPTP / LL.WEST.1,0.801480023178554,0.5,1.0,0,0.30148002317855405,0.30148002317855405,1.0,58.0,59.0,0.01694915254237288,0.6931471805599453,1.0,1.0
7,include,0.0,0.35,20,JPTP / LL.EAST.1/LL.ALL.2/LL.OS.2/LL.ARCH.3/LL.WEST.3/LL.EAST.3/LL.OS.3/LL.ALL.5,0.213525497842976,0.5,1.0,0,-0.28647450215702397,0.28647450215702397,0.0,10.0,10.0,0.0,0.0,0.0,0.0
7,include,0.0,0.35,23,JPTP / PS.JP.1/PL.JP.1,0.989999999001757,0.5,1.0,0,0.48999999900175695,0.48999999900175695,206.0,166.0,372.0,0.553763440860215,5.332718793265369,206.0,7.693486957499325
7,include,0.0,0.35,29,JPTP / PS.WEST.3,0.14029800297577,0.5,1.0,0,-0.35970199702423,0.35970199702423,18.0,0.0,18.0,1.0,2.9444389791664403,18.0,4.247927513443585
8,include,0.0,0.15,1,RTTP/PTTP/pooled / LL.WEST.1/LL.EAST.1/LL.ALL.2/LL.OS.2/LL.ARCH.3/LL.WEST.3/LL.EAST.3/LL.OS.3/LL.ALL.5,0.237534948964306,0.5,1.0,0,-0.262465051035694,0.262465051035694,189.0,225.0,414.0,0.45652173913043476,5.247024072160486,189.0,7.569855608330948
8,include,0.0,0.15,6,RTTP / PHID.2/PL.ALL.2,0.362110258515237,0.5,1.0,0,-0.13788974148476302,0.13788974148476302,46.0,1.0,47.0,0.9787234042553191,3.8501476017100584,46.0,5.554588851677638
8,include,0.0,0.15,7,RTTP / PS.2,0.523488901349429,0.4962,354.5,1,0.027288901349429073,0.027288901349429073,320.0,2.0,322.0,0.9937888198757764,5.771441123130016,0.9026798307475318,0.9826196156854129
8,include,0.0,0.15,10,RTTP / PS.WEST.3,0.57842145190409,0.5121,739.2,1,0.06632145190409,0.06632145190409,212.0,86.0,298.0,0.7114093959731543,5.3612921657094255,0.28679653679653677,0.8114661332258533
8,include,0.0,0.15,13,PTTP/pooled / PHID.2/PL.ALL.2,0.492141835335291,0.5,1.0,0,-0.007858164664709011,0.007858164664709011,120.0,9.0,129.0,0.9302325581395349,4.795790545596741,120.0,6.9188632372745955
8,include,0.0,0.15,14,PTTP/pooled / PS.2,0.497680143545701,0.4962,354.5,1,0.0014801435457010292,0.0014801435457010292,5.0,1.0,6.0,0.8333333333333334,1.791759469228055,0.014104372355430184,0.3050569110022798
8,include,0.0,0.15,17,PTTP/pooled / PS.WEST.3,0.769700829715055,0.5121,739.2,1,0.25760082971505505,0.25760082971505505,1944.0,1523.0,3467.0,0.5607153158350159,7.573017256052546,2.6298701298701297,1.1462249845151762
8,include,0.0,0.15,18,PTTP/pooled / PS.EAST.3,0.820906355090945,0.5282,231.2,1,0.292706355090945,0.292706355090945,1693.0,1424.0,3117.0,0.5431504651908887,7.434847875211999,7.322664359861592,1.364793513744537
8,include,0.0,0.15,19,JPTP / LL.WEST.1,0.597881734166882,0.5,1.0,0,0.09788173416688195,0.09788173416688195,16.0,43.0,59.0,0.2711864406779661,2.833213344056216,16.0,4.08746284125034
8,include,0.0,0.15,20,JPTP / LL.EAST.1/LL.ALL.2/LL.OS.2/LL.ARCH.3/LL.WEST.3/LL.EAST.3/LL.OS.3/LL.ALL.5,0.173820764730026,0.5,1.0,0,-0.326179235269974,0.326179235269974,0.0,10.0,10.0,0.0,0.0,0.0,0.0
8,include,0.0,0.15,23,JPTP / PS.JP.1/PL.JP.1,0.612468364894367,0.5,1.0,0,0.11246836489436696,0.11246836489436696,327.0,45.0,372.0,0.8790322580645161,5.793013608384144,327.0,8.357552004618084
8,include,0.0,0.15,29,JPTP / PS.WEST.3,0.134520168958378,0.5,1.0,0,-0.36547983104162196,0.36547983104162196,18.0,0.0,18.0,1.0,2.9444389791664403,18.0,4.247927513443585
9,exclude,1.0,0.2,1,RTTP/PTTP/pooled / LL.WEST.1/LL.EAST.1/LL.ALL.2/LL.OS.2/LL.ARCH.3/LL.WEST.3/LL.EAST.3/LL.OS.3/LL.ALL.5,0.280384951352418,0.5,1.0,0,-0.21961504864758202,0.21961504864758202,162.0,252.0,414.0,0.391304347826087,5.093750200806762,162.0,7.348728154231078
9,exclude,1.0,0.2,6,RTTP / PHID.2/PL.ALL.2,0.722606975126277,0.5,1.0,0,0.22260697512627703,0.22260697512627703,45.0,2.0,47.0,0.9574468085106383,3.828641396489095,45.0,5.523561956057013
9,exclude,1.0,0.2,7,RTTP / PS.2,0.664442257262865,0.4962,354.5,1,0.168242257262865,0.168242257262865,320.0,2.0,322.0,0.9937888198757764,5.771441123130016,0.9026798307475318,0.9826196156854129
9,exclude,1.0,0.2,10,RTTP / PS.WEST.3,0.589548432398616,0.5121,739.2,1,0.07744843239861599,0.07744843239861599,175.0,123.0,298.0,0.587248322147651,5.170483995038151,0.23674242424242423,0.7825860864653296
9,exclude,1.0,0.2,13,PTTP/pooled / PHID.2/PL.ALL.2,0.590231695712736,0.5,1.0,0,0.09023169571273604,0.09023169571273604,116.0,13.0,129.0,0.8992248062015504,4.762173934797756,116.0,6.870364719583405
9,exclude,1.0,0.2,14,PTTP/pooled / PS.2,0.502300012818316,0.4962,354.5,1,0.0061000128183160696,0.0061000128183160696,5.0,1.0,6.0,0.8333333333333334,1.791759469228055,0.014104372355430184,0.3050569110022798
9,exclude,1.0,0.2,17,PTTP/pooled / PS.WEST.3,0.783536561531795,0.5121,739.2,1,0.27143656153179496,0.27143656153179496,1210.0,2257.0,3467.0,0.3490049033746755,7.099201743553092,1.6369047619047619,1.0745099520367174
9,exclude,1.0,0.2,18,PTTP/pooled / PS.EAST.3,0.906237595314663,0.5282,231.2,1,0.37803759531466297,0.37803759531466297,1264.0,1853.0,3117.0,0.4055181264035932,7.142827401161621,5.467128027681661,1.3111881602048459
9,exclude,1.0,0.2,19,JPTP / LL.WEST.1,0.713928270926516,0.5,1.0,0,0.213928270926516,0.213928270926516,5.0,54.0,59.0,0.0847457627118644,1.791759469228055,5.0,2.584962500721156
9,exclude,1.0,0.2,20,JPTP / LL.EAST.1/LL.ALL.2/LL.OS.2/LL.ARCH.3/LL.WEST.3/LL.EAST.3/LL.OS.3/LL.ALL.5,0.179041488778786,0.5,1.0,0,-0.320958511221214,0.320958511221214,0.0,10.0,10.0,0.0,0.0,0.0,0.0
9,exclude,1.0,0.2,23,JPTP / PS.JP.1/PL.JP.1,0.989999998541571,0.5,1.0,0,0.48999999854157095,0.48999999854157095,285.0,87.0,372.0,0.7661290322580645,5.655991810819852,285.0,8.159871336778389
9,exclude,1.0,0.2,29,JPTP / PS.WEST.3,0.204167064855912,0.5,1.0,0,-0.29583293514408804,0.29583293514408804,18.0,0.0,18.0,1.0,2.9444389791664403,18.0,4.247927513443585
10,exclude,1.0,0.3,1,RTTP/PTTP/pooled / LL.WEST.1/LL.EAST.1/LL.ALL.2/LL.OS.2/LL.ARCH.3/LL.WEST.3/LL.EAST.3/LL.OS.3/LL.ALL.5,0.38182869770629,0.5,1.0,0,-0.11817130229370998,0.11817130229370998,91.0,323.0,414.0,0.21980676328502416,4.5217885770490405,91.0,6.523561956057013
10,exclude,1.0,0.3,6,RTTP / PHID.2/PL.ALL.2,0.793112913993562,0.5,1.0,0,0.293112913993562,0.293112913993562,45.0,2.0,47.0,0.9574468085106383,3.828641396489095,45.0,5.523561956057013
10,exclude,1.0,0.3,7,RTTP / PS.2,0.65733034379612,0.4962,354.5,1,0.16113034379612,0.16113034379612,320.0,2.0,322.0,0.9937888198757764,5.771441123130016,0.9026798307475318,0.9826196156854129
10,exclude,1.0,0.3,10,RTTP / PS.WEST.3,0.576159383024191,0.5121,739.2,1,0.06405938302419101,0.06405938302419101,121.0,177.0,298.0,0.40604026845637586,4.804021044733257,0.1636904761904762,0.7271195563708814
10,exclude,1.0,0.3,13,PTTP/pooled / PHID.2/PL.ALL.2,0.662247356956673,0.5,1.0,0,0.16224735695667303,0.16224735695667303,114.0,15.0,129.0,0.8837209302325582,4.74493212836325,114.0,6.845490050944376
10,exclude,1.0,0.3,14,PTTP/pooled / PS.2,0.509767883510887,0.4962,354.5,1,0.013567883510887002,0.013567883510887002,3.0,3.0,6.0,0.5,1.3862943611198906,0.00846262341325811,0.2360242447750593
10,exclude,1.0,0.3,17,PTTP/pooled / PS.WEST.3,0.804987041285525,0.5121,739.2,1,0.292887041285525,0.292887041285525,458.0,3009.0,3467.0,0.1321026824343813,6.129050210060545,0.6195887445887446,0.92767126293085
10,exclude,1.0,0.3,18,PTTP/pooled / PS.EAST.3,0.920664181398801,0.5282,231.2,1,0.392464181398801,0.392464181398801,477.0,2640.0,3117.0,0.1530317613089509,6.169610732491456,2.063148788927336,1.1325375920745284
10,exclude,1.0,0.3,19,JPTP / LL.WEST.1,0.963513486636703,0.5,1.0,0,0.463513486636703,0.463513486636703,1.0,58.0,59.0,0.01694915254237288,0.6931471805599453,1.0,1.0
10,exclude,1.0,0.3,20,JPTP / LL.EAST.1/LL.ALL.2/LL.OS.2/LL.ARCH.3/LL.WEST.3/LL.EAST.3/LL.OS.3/LL.ALL.5,0.22867488446328,0.5,1.0,0,-0.27132511553672,0.27132511553672,0.0,10.0,10.0,0.0,0.0,0.0,0.0
10,exclude,1.0,0.3,23,JPTP / PS.JP.1/PL.JP.1,0.989999999093969,0.5,1.0,0,0.48999999909396896,0.48999999909396896,206.0,166.0,372.0,0.553763440860215,5.332718793265369,206.0,7.693486957499325
10,exclude,1.0,0.3,29,JPTP / PS.WEST.3,0.160849507514129,0.5,1.0,0,-0.33915049248587104,0.33915049248587104,18.0,0.0,18.0,1.0,2.9444389791664403,18.0,4.247927513443585
11,exclude,1.0,0.1,1,RTTP/PTTP/pooled / LL.WEST.1/LL.EAST.1/LL.ALL.2/LL.OS.2/LL.ARCH.3/LL.WEST.3/LL.EAST.3/LL.OS.3/LL.ALL.5,0.257307709621743,0.5,1.0,0,-0.24269229037825701,0.24269229037825701,230.0,184.0,414.0,0.5555555555555556,5.442417710521793,230.0,7.851749041416057
11,exclude,1.0,0.1,6,RTTP / PHID.2/PL.ALL.2,0.762072933823794,0.5,1.0,0,0.26207293382379404,0.26207293382379404,46.0,1.0,47.0,0.9787234042553191,3.8501476017100584,46.0,5.554588851677638
11,exclude,1.0,0.1,7,RTTP / PS.2,0.660472767271178,0.4962,354.5,1,0.164272767271178,0.164272767271178,320.0,2.0,322.0,0.9937888198757764,5.771441123130016,0.9026798307475318,0.9826196156854129
11,exclude,1.0,0.1,10,RTTP / PS.WEST.3,0.616633014207114,0.5121,739.2,1,0.10453301420711403,0.10453301420711403,254.0,44.0,298.0,0.8523489932885906,5.541263545158426,0.3436147186147186,0.838705961770709
11,exclude,1.0,0.1,13,PTTP/pooled / PHID.2/PL.ALL.2,0.56157071180235,0.5,1.0,0,0.061570711802349964,0.061570711802349964,122.0,7.0,129.0,0.9457364341085271,4.812184355372417,122.0,6.94251450533924
