member_id,group_id,fitted,target,deviation,arm,K,tau,M0,h,creep,age_length_total,survey_index_total,catch_total,length_total
29,18,0.830525956046194,0.5282,0.30232595604619394,include,0.1,1.4,0.0860258459041131,0.871404880987095,0.02,3651.26242115721,-1069.4560527002,0.0,80537.5614805547
30,7,0.665108640260291,0.4962,0.16890864026029107,exclude,0.2,1.3,0.120155781738336,0.88720842919169,0.01,3578.62622907208,-1035.9671844752,0.0,83614.0809581564
30,10,0.606870363521236,0.5121,0.09477036352123602,exclude,0.2,1.3,0.120155781738336,0.88720842919169,0.01,3578.62622907208,-1035.9671844752,0.0,83614.0809581564
30,14,0.505076800799166,0.4962,0.008876800799165974,exclude,0.2,1.3,0.120155781738336,0.88720842919169,0.01,3578.62622907208,-1035.9671844752,0.0,83614.0809581564
30,17,0.860301077684988,0.5121,0.348201077684988,exclude,0.2,1.3,0.120155781738336,0.88720842919169,0.01,3578.62622907208,-1035.9671844752,0.0,83614.0809581564
30,18,0.98657361792925,0.5282,0.45837361792925,exclude,0.2,1.3,0.120155781738336,0.88720842919169,0.01,3578.62622907208,-1035.9671844752,0.0,83614.0809581564
31,7,0.665577324759353,0.4962,0.16937732475935308,exclude,0.2,1.3,0.0814891119639018,0.790834090920188,0.015,3587.44869099805,-1062.9077349613,0.0,80616.2894528737
31,10,0.5768698505089,0.5121,0.06476985050890005,exclude,0.2,1.3,0.0814891119639018,0.790834090920188,0.015,3587.44869099805,-1062.9077349613,0.0,80616.2894528737
31,14,0.501763787505613,0.4962,0.005563787505613038,exclude,0.2,1.3,0.0814891119639018,0.790834090920188,0.015,3587.44869099805,-1062.9077349613,0.0,80616.2894528737
31,17,0.750543178319963,0.5121,0.23844317831996298,exclude,0.2,1.3,0.0814891119639018,0.790834090920188,0.015,3587.44869099805,-1062.9077349613,0.0,80616.2894528737
31,18,0.877615838207923,0.5282,0.349415838207923,exclude,0.2,1.3,0.0814891119639018,0.790834090920188,0.015,3587.44869099805,-1062.9077349613,0.0,80616.2894528737
32,7,0.526767929514399,0.4962,0.030567929514399017,include,0.1,1.4,0.0824405378469274,0.955582324101094,0.015,3597.47449579392,-1152.6569171031,0.0,79784.6312888963
32,10,0.588970008026418,0.5121,0.07687000802641797,include,0.1,1.4,0.0824405378469274,0.955582324101094,0.015,3597.47449579392,-1152.6569171031,0.0,79784.6312888963
32,14,0.502206229940808,0.4962,0.006006229940808017,include,0.1,1.4,0.0824405378469274,0.955582324101094,0.015,3597.47449579392,-1152.6569171031,0.0,79784.6312888963
32,17,0.813920188569873,0.5121,0.301820188569873,include,0.1,1.4,0.0824405378469274,0.955582324101094,0.015,3597.47449579392,-1152.6569171031,0.0,79784.6312888963
32,18,0.851722476652997,0.5282,0.32352247665299705,include,0.1,1.4,0.0824405378469274,0.955582324101094,0.015,3597.47449579392,-1152.6569171031,0.0,79784.6312888963
33,7,0.525872713479689,0.4962,0.029672713479689028,include,0.2,1.4,0.0943588956153553,0.980467458423588,0.025,3592.56626163813,-1055.8352768631,0.0,80516.5076875822
33,10,0.586168699051729,0.5121,0.07406869905172897,include,0.2,1.4,0.0943588956153553,0.980467458423588,0.025,3592.56626163813,-1055.8352768631,0.0,80516.5076875822
33,14,0.501145797987731,0.4962,0.004945797987730982,include,0.2,1.4,0.0943588956153553,0.980467458423588,0.025,3592.56626163813,-1055.8352768631,0.0,80516.5076875822
33,17,0.800780526289988,0.5121,0.28868052628998797,include,0.2,1.4,0.0943588956153553,0.980467458423588,0.025,3592.56626163813,-1055.8352768631,0.0,80516.5076875822
33,18,0.887442367122376,0.5282,0.359242367122376,include,0.2,1.4,0.0943588956153553,0.980467458423588,0.025,3592.56626163813,-1055.8352768631,0.0,80516.5076875822
34,7,0.528315988024814,0.4962,0.03211598802481408,include,0.35,1.3,0.07878322006368,0.902357695484583,0.02,3605.78884228671,-1049.4085833783,0.0,90025.8279670218
34,10,0.550396219119612,0.5121,0.03829621911961201,include,0.35,1.3,0.07878322006368,0.902357695484583,0.02,3605.78884228671,-1049.4085833783,0.0,90025.8279670218
34,14,0.503454895657378,0.4962,0.007254895657378024,include,0.35,1.3,0.07878322006368,0.902357695484583,0.02,3605.78884228671,-1049.4085833783,0.0,90025.8279670218
34,17,0.691767360178041,0.5121,0.17966736017804097,include,0.35,1.3,0.07878322006368,0.902357695484583,0.02,3605.78884228671,-1049.4085833783,0.0,90025.8279670218
34,18,0.704742279125216,0.5282,0.17654227912521603,include,0.35,1.3,0.07878322006368,0.902357695484583,0.02,3605.78884228671,-1049.4085833783,0.0,90025.8279670218
35,7,0.525777112531983,0.4962,0.02957711253198303,include,0.2,1.3,0.0801107614463212,0.940898885193137,0.01,3591.3982923299,-1058.5616152604,0.0,79803.7942840896
35,10,0.560294167058618,0.5121,0.04819416705861801,include,0.2,1.3,0.0801107614463212,0.940898885193137,0.01,3591.3982923299,-1058.5616152604,0.0,79803.7942840896
35,14,0.497104092618187,0.4962,0.0009040926181870246,include,0.2,1.3,0.0801107614463212,0.940898885193137,0.01,3591.3982923299,-1058.5616152604,0.0,79803.7942840896
35,17,0.742311329189562,0.5121,0.230211329189562,include,0.2,1.3,0.0801107614463212,0.940898885193137,0.01,3591.3982923299,-1058.5616152604,0.0,79803.7942840896
35,18,0.804076120386199,0.5282,0.275876120386199,include,0.2,1.3,0.0801107614463212,0.940898885193137,0.01,3591.3982923299,-1058.5616152604,0.0,79803.7942840896
36,7,0.675289460111716,0.4962,0.179089460111716,exclude,0.2,1.2,0.0746328291058555,0.926002224185036,0.005,3691.11418064876,-1082.591821255,0.0,80717.090349259
36,10,0.582385327138327,0.5121,0.07028532713832703,exclude,0.2,1.2,0.0746328291058555,0.926002224185036,0.005,3691.11418064876,-1082.591821255,0.0,80717.090349259
36,14,0.499501463633711,0.4962,0.0033014636337110326,exclude,0.2,1.2,0.0746328291058555,0.926002224185036,0.005,3691.11418064876,-1082.591821255,0.0,80717.090349259
36,17,0.766941284722257,0.5121,0.254841284722257,exclude,0.2,1.2,0.0746328291058555,0.926002224185036,0.005,3691.11418064876,-1082.591821255,0.0,80717.090349259
36,18,0.882952674970841,0.5282,0.35475267497084095,exclude,0.2,1.2,0.0746328291058555,0.926002224185036,0.005,3691.11418064876,-1082.591821255,0.0,80717.090349259
38,7,0.656011049292047,0.4962,0.15981104929204704,exclude,0.25,1.4,0.0750330554653177,0.852065874766007,0.025,3632.23212062336,-1057.1323993431,0.0,80675.9873784145
38,10,0.56282263157936,0.5121,0.05072263157935997,exclude,0.25,1.4,0.0750330554653177,0.852065874766007,0.025,3632.23212062336,-1057.1323993431,0.0,80675.9873784145
38,14,0.501702999663066,0.4962,0.005502999663065999,exclude,0.25,1.4,0.0750330554653177,0.852065874766007,0.025,3632.23212062336,-1057.1323993431,0.0,80675.9873784145
38,17,0.70661273942495,0.5121,0.19451273942494995,exclude,0.25,1.4,0.0750330554653177,0.852065874766007,0.025,3632.23212062336,-1057.1323993431,0.0,80675.9873784145
38,18,0.814208223572437,0.5282,0.28600822357243705,exclude,0.25,1.4,0.0750330554653177,0.852065874766007,0.025,3632.23212062336,-1057.1323993431,0.0,80675.9873784145
39,7,0.674443679923219,0.4962,0.178243679923219,exclude,0.25,1.2,0.0707338687749501,0.913060344746047,0.015,3611.29635172366,-1084.55167638,0.0,84167.3681625948
39,10,0.576959899492715,0.5121,0.06485989949271498,exclude,0.25,1.2,0.0707338687749501,0.913060344746047,0.015,3611.29635172366,-1084.55167638,0.0,84167.3681625948
39,14,0.501646476216982,0.4962,0.005446476216982021,exclude,0.25,1.2,0.0707338687749501,0.913060344746047,0.015,3611.29635172366,-1084.55167638,0.0,84167.3681625948
39,17,0.735477535472537,0.5121,0.22337753547253703,exclude,0.25,1.2,0.0707338687749501,0.913060344746047,0.015,3611.29635172366,-1084.55167638,0.0,84167.3681625948
39,18,0.836786989035247,0.5282,0.30858698903524695,exclude,0.25,1.2,0.0707338687749501,0.913060344746047,0.015,3611.29635172366,-1084.55167638,0.0,84167.3681625948
40,7,0.502331184182354,0.4962,0.0061311841823540325,include,0.15,1.3,0.062165477323398,0.924313504785243,0.025,3575.68846750741,-1047.5727031057,0.0,85082.08612617
40,10,0.573389538757435,0.5121,0.061289538757435036,include,0.15,1.3,0.062165477323398,0.924313504785243,0.025,3575.68846750741,-1047.5727031057,0.0,85082.08612617
40,14,0.498026932543493,0.4962,0.0018269325434930317,include,0.15,1.3,0.062165477323398,0.924313504785243,0.025,3575.68846750741,-1047.5727031057,0.0,85082.08612617
40,17,0.737616498425726,0.5121,0.22551649842572596,include,0.15,1.3,0.062165477323398,0.924313504785243,0.025,3575.68846750741,-1047.5727031057,0.0,85082.08612617
40,18,0.752724564736266,0.5282,0.22452456473626603,include,0.15,1.3,0.062165477323398,0.924313504785243,0.025,3575.68846750741,-1047.5727031057,0.0,85082.08612617
