member_id,arm,group_id,group_label,is_priored,penalty_wt,target_prop,rep_hat,gap_prop,v_est,gap_v,gap_v_frac,contact_prop,contact_v
4,exclude,14,PTTP/pooled / PS.2,1,354.5,0.4962,0.504028447775373,0.48597155222462696,594.8785221921534,405.12232247242514,0.40512198028023844,0,0
4,exclude,17,PTTP/pooled / PS.WEST.3,1,739.2,0.5121,0.849999238035065,0.14000076196493494,809.9968423398236,190.00400232475488,0.1900038418352399,0,0
4,exclude,18,PTTP/pooled / PS.EAST.3,1,231.2,0.5282,0.965999653487233,0.024000346512766946,924.0091181554058,75.99172650917274,0.07599166232170732,0,0
4,exclude,19,JPTP / LL.WEST.1,0,1.0,0.5,0.989999978438934,2.1561066043673804e-08,999.9293002555146,0.07154440906390391,7.154434863292683e-05,1,1
4,exclude,20,JPTP / LL.EAST.1/LL.ALL.2/LL.OS.2/LL.ARCH.3/LL.WEST.3/LL.EAST.3/LL.OS.3/LL.ALL.5,0,1.0,0.5,0.239108528345146,0.750891471654854,400.20124856169997,599.7995961028785,0.5997990894738334,0,0
4,exclude,23,JPTP / PS.JP.1/PL.JP.1,0,1.0,0.5,0.989999998144367,1.8556329806074245e-09,999.9798559123323,0.020988752246239528,2.0988734517798933e-05,1,1
4,exclude,29,JPTP / PS.WEST.3,0,1.0,0.5,0.381825740604181,0.608174259395819,515.1679812736785,484.8328633909,0.4848324538700997,0,0
5,include,1,RTTP/PTTP/pooled / LL.WEST.1/LL.EAST.1/LL.ALL.2/LL.OS.2/LL.ARCH.3/LL.WEST.3/LL.EAST.3/LL.OS.3/LL.ALL.5,0,1.0,0.5,0.226886634765277,0.763113365234723,388.30745981899753,611.693384845581,0.6116928681702823,0,0
5,include,6,RTTP / PHID.2/PL.ALL.2,0,1.0,0.5,0.331489435500274,0.658510564499726,478.44273911949875,521.5581055450798,0.5215576650037945,0,0
5,include,7,RTTP / PS.2,1,354.5,0.4962,0.525186371171466,0.46481362882853394,607.8302269224293,392.17061774214915,0.3921702864897994,0,0
5,include,10,RTTP / PS.WEST.3,1,739.2,0.5121,0.542810914471951,0.44718908552804904,618.5022171539667,381.49862751061175,0.38149830527250655,0,0
5,include,13,PTTP/pooled / PHID.2/PL.ALL.2,0,1.0,0.5,0.449616346419402,0.5403836535805979,560.6250988085853,439.37574585599316,0.43937537473117744,0,0
5,include,14,PTTP/pooled / PS.2,1,354.5,0.4962,0.50230898142452,0.48769101857548003,593.8182684834309,406.1825761811476,0.4061822330934029,0,0
5,include,17,PTTP/pooled / PS.WEST.3,1,739.2,0.5121,0.691287255868484,0.29871274413151594,706.8853982429034,293.1154464216751,0.2931151988376492,0,0
5,include,18,PTTP/pooled / PS.EAST.3,1,231.2,0.5282,0.693391848241827,0.296608151758173,708.1507827950747,291.85006186950375,0.2918498153543025,0,0
5,include,19,JPTP / LL.WEST.1,0,1.0,0.5,0.461761340541296,0.5282386594587041,568.4106075769103,431.59023708766824,0.43158987253899045,0,0
5,include,20,JPTP / LL.EAST.1/LL.ALL.2/LL.OS.2/LL.ARCH.3/LL.WEST.3/LL.EAST.3/LL.OS.3/LL.ALL.5,0,1.0,0.5,0.110319413243271,0.879680586756729,237.0091669059529,762.9916777586257,0.7629910332871261,0,0
5,include,23,JPTP / PS.JP.1/PL.JP.1,0,1.0,0.5,0.989999998464492,1.535507943017933e-09,999.9817519924482,0.01909267213034127,1.9092656003451036e-05,1,1
5,include,29,JPTP / PS.WEST.3,0,1.0,0.5,0.135538147968748,0.854461852031252,278.3591349383319,721.6417097262465,0.7216411001815708,0,0
6,include,1,RTTP/PTTP/pooled / LL.WEST.1/LL.EAST.1/LL.ALL.2/LL.OS.2/LL.ARCH.3/LL.WEST.3/LL.EAST.3/LL.OS.3/LL.ALL.5,0,1.0,0.5,0.194507568292131,0.795492431707869,354.2518492904237,645.7489953741548,0.6457484499333125,0,0
6,include,6,RTTP / PHID.2/PL.ALL.2,0,1.0,0.5,0.312385055031856,0.677614944968144,463.6064069704565,536.394437694122,0.5363939846211231,0,0
6,include,7,RTTP / PS.2,1,354.5,0.4962,0.503843362725139,0.486156637274861,594.764454756922,405.23638990765653,0.4052360476191212,0,0
6,include,10,RTTP / PS.WEST.3,1,739.2,0.5121,0.524219451782672,0.46578054821732795,607.2418865352681,392.7589581293104,0.39275862638001074,0,0
6,include,13,PTTP/pooled / PHID.2/PL.ALL.2,0,1.0,0.5,0.41950848098256,0.57049151901744,540.8968454607067,459.1039992038718,0.45910361141531336,0,0
6,include,14,PTTP/pooled / PS.2,1,354.5,0.4962,0.499868203313451,0.490131796686549,592.3110944623019,407.6897502022766,0.4076894058414765,0,0
6,include,17,PTTP/pooled / PS.WEST.3,1,739.2,0.5121,0.645623143180552,0.34437685681944796,679.6601228157141,320.3407218488644,0.32034045126863214,0,0
6,include,18,PTTP/pooled / PS.EAST.3,1,231.2,0.5282,0.683040429202125,0.30695957079787495,701.9383159536031,298.06252871097536,0.2980622769483278,0,0
6,include,19,JPTP / LL.WEST.1,0,1.0,0.5,0.363558534145055,0.626441465854945,502.19201130462085,497.80883335995765,0.49780841287882444,0,0
6,include,20,JPTP / LL.EAST.1/LL.ALL.2/LL.OS.2/LL.ARCH.3/LL.WEST.3/LL.EAST.3/LL.OS.3/LL.ALL.5,0,1.0,0.5,0.0828495751999529,0.907150424800047,181.14897287385622,818.8518717907223,0.8188511801361353,0,0
6,include,23,JPTP / PS.JP.1/PL.JP.1,0,1.0,0.5,0.98999999748428,2.5157199656788976e-09,999.9764063197804,0.024438344798113576,2.4438324155926804e-05,1,1
6,include,29,JPTP / PS.WEST.3,0,1.0,0.5,0.121127730889343,0.868872269110657,255.63982123635333,744.3610234282252,0.7443603946933661,0,0
7,include,1,RTTP/PTTP/pooled / LL.WEST.1/LL.EAST.1/LL.ALL.2/LL.OS.2/LL.ARCH.3/LL.WEST.3/LL.EAST.3/LL.OS.3/LL.ALL.5,0,1.0,0.5,0.323512904455093,0.6664870955449069,472.3166584391014,527.6841862254771,0.5276837405097129,0,0
7,include,6,RTTP / PHID.2/PL.ALL.2,0,1.0,0.5,0.457615237699633,0.532384762300367,565.7629141829875,434.237930481591,0.4342375636965023,0,0
7,include,7,RTTP / PS.2,1,354.5,0.4962,0.538169298607315,0.451830701392685,615.7006974663861,384.30014719819235,0.3842998225937447,0,0
7,include,10,RTTP / PS.WEST.3,1,739.2,0.5121,0.580206961431909,0.409793038568091,640.886843470194,359.1140011943845,0.3591136978637643,0,0
7,include,13,PTTP/pooled / PHID.2/PL.ALL.2,0,1.0,0.5,0.757171928450218,0.23282807154978202,747.3196611045284,252.68118356005004,0.2526809701293849,0,0
7,include,14,PTTP/pooled / PS.2,1,354.5,0.4962,0.506814676980902,0.483185323019098,596.5939624047877,403.4068822597908,0.40340654151657446,0,0
7,include,17,PTTP/pooled / PS.WEST.3,1,739.2,0.5121,0.771804304134308,0.21819569586569199,756.621877074666,243.37896758991246,0.24337876201649303,0,0
7,include,18,PTTP/pooled / PS.EAST.3,1,231.2,0.5282,0.859078745996807,0.130921254003193,816.7845782116494,183.21626645292906,0.1832161116967693,0,0
7,include,19,JPTP / LL.WEST.1,0,1.0,0.5,0.801480023178554,0.18851997682144594,776.0290387742805,223.97180589029801,0.2239716167094068,0,0
7,include,20,JPTP / LL.EAST.1/LL.ALL.2/LL.OS.2/LL.ARCH.3/LL.WEST.3/LL.EAST.3/LL.OS.3/LL.ALL.5,0,1.0,0.5,0.213525497842976,0.776474502157024,374.73927892212635,625.2615657424521,0.6252610376066013,0,0
7,include,23,JPTP / PS.JP.1/PL.JP.1,0,1.0,0.5,0.989999999001757,9.982430437815992e-10,999.9854504033032,0.01539426127533261,1.539424827235638e-05,1,1
7,include,29,JPTP / PS.WEST.3,0,1.0,0.5,0.14029800297577,0.84970199702423,285.41037409657713,714.5904705680014,0.7145898669792525,0,0
8,include,1,RTTP/PTTP/pooled / LL.WEST.1/LL.EAST.1/LL.ALL.2/LL.OS.2/LL.ARCH.3/LL.WEST.3/LL.EAST.3/LL.OS.3/LL.ALL.5,0,1.0,0.5,0.237534948964306,0.752465051035694,398.69567623645054,601.3051684281279,0.6013046605273803,0,0
8,include,6,RTTP / PHID.2/PL.ALL.2,0,1.0,0.5,0.362110258515237,0.6278897414847631,501.1472766981946,498.8535679663839,0.49885314660280106,0,0
8,include,7,RTTP / PS.2,1,354.5,0.4962,0.523488901349429,0.46651109865057094,606.7971582481654,393.2036864164131,0.39320335429146763,0,0
8,include,10,RTTP / PS.WEST.3,1,739.2,0.5121,0.57842145190409,0.41157854809591,639.8241411595221,360.17670350505637,0.3601763992768099,0,0
8,include,13,PTTP/pooled / PHID.2/PL.ALL.2,0,1.0,0.5,0.492141835335291,0.497858164664709,587.5228775776825,412.477967086896,0.4124776186816621,0,0
8,include,14,PTTP/pooled / PS.2,1,354.5,0.4962,0.497680143545701,0.492319856454299,590.957791224167,409.04305344041154,0.40904270793652503,0,0
8,include,17,PTTP/pooled / PS.WEST.3,1,739.2,0.5121,0.769700829715055,0.22029917028494495,755.2750371697759,244.72580749480255,0.24472560078375613,0,0
8,include,18,PTTP/pooled / PS.EAST.3,1,231.2,0.5282,0.820906355090945,0.16909364490905499,789.231420340453,210.76942432412545,0.21076924629480887,0,0
8,include,19,JPTP / LL.WEST.1,0,1.0,0.5,0.597881734166882,0.39211826583311804,651.3844606813592,348.6163839832193,0.34861608951955697,0,0
8,include,20,JPTP / LL.EAST.1/LL.ALL.2/LL.OS.2/LL.ARCH.3/LL.WEST.3/LL.EAST.3/LL.OS.3/LL.ALL.5,0,1.0,0.5,0.173820764730026,0.8161792352699739,330.0870599911476,669.9137846734309,0.6699132188214643,0,0
8,include,23,JPTP / PS.JP.1/PL.JP.1,0,1.0,0.5,0.612468364894367,0.37753163510563303,660.0268676842825,339.973976980296,0.3399736898165626,0,0
8,include,29,JPTP / PS.WEST.3,0,1.0,0.5,0.134520168958378,0.855479831041622,276.823866658092,723.1769780064865,0.7231763671650251,0,0
9,exclude,1,RTTP/PTTP/pooled / LL.WEST.1/LL.EAST.1/LL.ALL.2/LL.OS.2/LL.ARCH.3/LL.WEST.3/LL.EAST.3/LL.OS.3/LL.ALL.5,0,1.0,0.5,0.280384951352418,0.7096150486475821,437.35284988868386,562.6479947758946,0.5626475195274647,0,0
9,exclude,6,RTTP / PHID.2/PL.ALL.2,0,1.0,0.5,0.722606975126277,0.26739302487372296,725.8665793355742,274.1342653290043,0.2741340337776962,0,0
9,exclude,7,RTTP / PS.2,1,354.5,0.4962,0.664442257262865,0.325557742737135,690.8372205222819,309.1636241422966,0.30916336300295494,0,0
9,exclude,10,RTTP / PS.WEST.3,1,739.2,0.5121,0.589548432398616,0.400451567601384,646.4395489769446,353.5612956876339,0.35356099704718336,0,0
9,exclude,13,PTTP/pooled / PHID.2/PL.ALL.2,0,1.0,0.5,0.590231695712736,0.39976830428726395,646.8452643585645,353.15558030601403,0.35315528200825663,0,0
9,exclude,14,PTTP/pooled / PS.2,1,354.5,0.4962,0.502300012818316,0.48769998718168395,593.8127350273991,406.1881096371794,0.4061877665447608,0,0
9,exclude,17,PTTP/pooled / PS.WEST.3,1,739.2,0.5121,0.783536561531795,0.20646343846820503,764.1991824383826,235.80166222619584,0.23580146305305244,0,0
9,exclude,18,PTTP/pooled / PS.EAST.3,1,231.2,0.5282,0.906237595314663,0.08376240468533702,855.5484340856851,144.45241057889336,0.14445228856516193,0,0
9,exclude,19,JPTP / LL.WEST.1,0,1.0,0.5,0.713928270926516,0.276071729073484,720.5712502779485,279.42959438663,0.27942935836254884,0,0
9,exclude,20,JPTP / LL.EAST.1/LL.ALL.2/LL.OS.2/LL.ARCH.3/LL.WEST.3/LL.EAST.3/LL.OS.3/LL.ALL.5,0,1.0,0.5,0.179041488778786,0.810958511221214,336.394129380805,663.6067152837735,0.6636061547591605,0,0
9,exclude,23,JPTP / PS.JP.1/PL.JP.1,0,1.0,0.5,0.989999998541571,1.4584290441987946e-09,999.98223736898,0.018607295598485507,1.860727988157529e-05,1,1
9,exclude,29,JPTP / PS.WEST.3,0,1.0,0.5,0.204167064855912,0.785832935144088,364.84328338306034,635.1575612815182,0.6351570247868775,0,0
10,exclude,1,RTTP/PTTP/pooled / LL.WEST.1/LL.EAST.1/LL.ALL.2/LL.OS.2/LL.ARCH.3/LL.WEST.3/LL.EAST.3/LL.OS.3/LL.ALL.5,0,1.0,0.5,0.38182869770629,0.60817130229371,515.1700529347304,484.8307917298481,0.48483038221079766,0,0
10,exclude,6,RTTP / PHID.2/PL.ALL.2,0,1.0,0.5,0.793112913993562,0.196887086006438,770.4735456442805,229.52729902029796,0.22952710514688243,0,0
10,exclude,7,RTTP / PS.2,1,354.5,0.4962,0.65733034379612,0.33266965620388,686.6081264014732,313.3927182631053,0.3133924535516006,0,0
10,exclude,10,RTTP / PS.WEST.3,1,739.2,0.5121,0.576159383024191,0.413840616975809,638.4770987245591,361.52374594001935,0.3615234405739748,0,0
10,exclude,13,PTTP/pooled / PHID.2/PL.ALL.2,0,1.0,0.5,0.662247356956673,0.32775264304332696,689.5312367216991,310.4696079428794,0.3104693457004204,0,0
10,exclude,14,PTTP/pooled / PS.2,1,354.5,0.4962,0.509767883510887,0.480232116489113,598.4087792518653,401.59206541271317,0.401591726202407,0,0
10,exclude,17,PTTP/pooled / PS.WEST.3,1,739.2,0.5121,0.804987041285525,0.18501295871447498,778.3796281783352,221.62121648624327,0.22162102929080998,0,0
10,exclude,18,PTTP/pooled / PS.EAST.3,1,231.2,0.5282,0.920664181398801,0.06933581860119897,869.1368738544331,130.86397081014536,0.13086386027407798,0,0
10,exclude,19,JPTP / LL.WEST.1,0,1.0,0.5,0.963513486636703,0.026486513363296993,920.1139284101774,79.88691625440106,0.07988684877680961,0,0
10,exclude,20,JPTP / LL.EAST.1/LL.ALL.2/LL.OS.2/LL.ARCH.3/LL.WEST.3/LL.EAST.3/LL.OS.3/LL.ALL.5,0,1.0,0.5,0.22867488446328,0.76132511553672,390.07716001674373,609.9236846478348,0.6099231694673379,0,0
10,exclude,23,JPTP / PS.JP.1/PL.JP.1,0,1.0,0.5,0.989999999093969,9.060310279807027e-10,999.9861786445899,0.014666019988567314,1.4666007600710185e-05,1,1
10,exclude,29,JPTP / PS.WEST.3,0,1.0,0.5,0.160849507514129,0.829150492485871,313.7229974094863,686.2778472550922,0.6862772675809933,0,0
11,exclude,1,RTTP/PTTP/pooled / LL.WEST.1/LL.EAST.1/LL.ALL.2/LL.OS.2/LL.ARCH.3/LL.WEST.3/LL.EAST.3/LL.OS.3/LL.ALL.5,0,1.0,0.5,0.257307709621743,0.732692290378257,417.10731144453786,582.8935332200406,0.5828930408709359,0,0
11,exclude,6,RTTP / PHID.2/PL.ALL.2,0,1.0,0.5,0.762072933823794,0.22792706617620595,750.4184828510365,249.58236181354198,0.2495821510003396,0,0
11,exclude,7,RTTP / PS.2,1,354.5,0.4962,0.660472767271178,0.329527232728822,688.4758702809986,311.5249743835799,0.31152471124969094,0,0
11,exclude,10,RTTP / PS.WEST.3,1,739.2,0.5121,0.616633014207114,0.37336698579288596,662.492516002876,337.50832866170254,0.33750804358061315,0,0
11,exclude,13,PTTP/pooled / PHID.2/PL.ALL.2,0,1.0,0.5,0.56157071180235,0.42842928819765,629.7682542546734,370.23259040990513,0.37023227768781436,0,0
11,exclude,14,PTTP/pooled / PS.2,1,354.5,0.4962,0.500879902501402,0.48912009749859797,592.9361245698283,407.0647200947502,0.4070643762618904,0,0
11,exclude,17,PTTP/pooled / PS.WEST.3,1,739.2,0.5121,0.839694040334373,0.150305959665627,802.4835034171609,197.51734124741756,0.1975171744116567,0,0
11,exclude,18,PTTP/pooled / PS.EAST.3,1,231.2,0.5282,0.929041904610743,0.060958095389257005,877.5987474978159,122.40209716676259,0.1224019937781341,0,0
11,exclude,19,JPTP / LL.WEST.1,0,1.0,0.5,0.989999986999543,1.3000457044221037e-08,999.9452900813404,0.05555458323806306,5.555453631311406e-05,1,1
11,exclude,20,JPTP / LL.EAST.1/LL.ALL.2/LL.OS.2/LL.ARCH.3/LL.WEST.3/LL.EAST.3/LL.OS.3/LL.ALL.5,0,1.0,0.5,0.266611307887724,0.723388692112276,425.4178348514025,574.583009813176,0.5745825244836701,0,0
11,exclude,23,JPTP / PS.JP.1/PL.JP.1,0,1.0,0.5,0.989999998440776,1.5592239721584633e-09,999.9816051174529,0.019239547125607714,1.9239530874657476e-05,1,1
11,exclude,29,JPTP / PS.WEST.3,0,1.0,0.5,0.416991145367763,0.5730088546322369,539.2166881898976,460.7841564746809,0.46078376726695436,0,0
12,exclude,1,RTTP/PTTP/pooled / LL.WEST.1/LL.EAST.1/LL.ALL.2/LL.OS.2/LL.ARCH.3/LL.WEST.3/LL.EAST.3/LL.OS.3/LL.ALL.5,0,1.0,0.5,0.306547602269591,0.683452397730409,458.95615966832816,541.0446849962503,0.5410442279953556,0,0
12,exclude,6,RTTP / PHID.2/PL.ALL.2,0,1.0,0.5,0.915341462222814,0.07465853777718601,863.9930014742944,136.00784319028412,0.1360077283093736,0,0
12,exclude,7,RTTP / PS.2,1,354.5,0.4962,0.659695411471645,0.330304588528355,688.0137116170142,311.98713304756427,0.3119868695233066,0,0
12,exclude,10,RTTP / PS.WEST.3,1,739.2,0.5121,0.611117193043008,0.37888280695699195,659.2267969356633,340.7740477289152,0.34077375988939096,0,0
12,exclude,13,PTTP/pooled / PHID.2/PL.ALL.2,0,1.0,0.5,0.82004825104505,0.16995174895495002,788.6383213585458,211.3625233060327,0.21136234477574684,0,0
12,exclude,14,PTTP/pooled / PS.2,1,354.5,0.4962,0.50146100858546,0.48853899141453994,593.2949352335534,406.70590943102513,0.40670556590123974,0,0
12,exclude,17,PTTP/pooled / PS.WEST.3,1,739.2,0.5121,0.857307582187031,0.13269241781296903,815.4471517942826,184.5536928702959,0.18455353698446036,0,0
12,exclude,18,PTTP/pooled / PS.EAST.3,1,231.2,0.5282,0.937617819132526,0.05238218086747404,886.8181351627841,113.18270950179442,0.11318261390044956,0,0
12,exclude,19,JPTP / LL.WEST.1,0,1.0,0.5,0.989999996063856,3.936143966321026e-09,999.9702760269871,0.030568637591386505,3.0568611771162926e-05,1,1
12,exclude,20,JPTP / LL.EAST.1/LL.ALL.2/LL.OS.2/LL.ARCH.3/LL.WEST.3/LL.EAST.3/LL.OS.3/LL.ALL.5,0,1.0,0.5,0.367741479715846,0.622258520284154,505.1958525677013,494.8049920968772,0.4948045741529801,0,0
12,exclude,23,JPTP / PS.JP.1/PL.JP.1,0,1.0,0.5,0.989999998565001,1.4349990085094078e-09,999.9823874416418,0.0184572229367177,1.8457207346568436e-05,1,1
12,exclude,29,JPTP / PS.WEST.3,0,1.0,0.5,0.39695736366713,0.59304263633287,525.655191338353,474.3456533262255,0.47434525266359256,0,0
14,include,1,RTTP/PTTP/pooled / LL.WEST.1/LL.EAST.1/LL.ALL.2/LL.OS.2/LL.ARCH.3/LL.WEST.3/LL.EAST.3/LL.OS.3/LL.ALL.5,0,1.0,0.5,0.207964374796058,0.782035625203942,368.90012938175107,631.1007152828274,0.631100182214858,0,0
14,include,6,RTTP / PHID.2/PL.ALL.2,0,1.0,0.5,0.28914531155512,0.70085468844488,444.7333715955395,555.2674730690389,0.555267004054669,0,0
14,include,7,RTTP / PS.2,1,354.5,0.4962,0.496214962497131,0.493785037502869,590.05041041155,409.95043425302845,0.40995008798271015,0,0
14,include,10,RTTP / PS.WEST.3,1,739.2,0.5121,0.550407792534292,0.43959220746570804,623.0748170263486,376.9260276382299,0.37692570926243457,0,0
14,include,13,PTTP/pooled / PHID.2/PL.ALL.2,0,1.0,0.5,0.462142177520856,0.5278578224791439,568.653297794589,431.3475468699895,0.4313471825263034,0,0
14,include,14,PTTP/pooled / PS.2,1,354.5,0.4962,0.49570807477771,0.49429192522229,589.7362748910477,410.26456977353075,0.41026422323787354,0,0
14,include,17,PTTP/pooled / PS.WEST.3,1,739.2,0.5121,0.714136869051701,0.27586313094829895,720.6981714818204,279.3026731827581,0.27930243726588266,0,0
14,include,18,PTTP/pooled / PS.EAST.3,1,231.2,0.5282,0.729939191814359,0.26006080818564103,730.3656701926233,269.6351744719552,0.26963494672086663,0,0
14,include,19,JPTP / LL.WEST.1,0,1.0,0.5,0.989999457228989,5.427710110250672e-07,999.641882257357,0.3589624072214974,0.00035896210401892314,1,1
14,include,20,JPTP / LL.EAST.1/LL.ALL.2/LL.OS.2/LL.ARCH.3/LL.WEST.3/LL.EAST.3/LL.OS.3/LL.ALL.5,0,1.0,0.5,0.230334752003033,0.759665247996967,391.71053447655606,608.2903101880224,0.608289796387178,0,0
14,include,23,JPTP / PS.JP.1/PL.JP.1,0,1.0,0.5,0.9899999984031,1.5968999456106303e-09,999.9813740558853,0.019470608693154645,1.9470592247035053e-05,1,1
14,include,29,JPTP / PS.WEST.3,0,1.0,0.5,0.126823192626223,0.863176807373777,264.88318159223076,735.1176630723478,0.7351170421450213,0,0
15,exclude,1,RTTP/PTTP/pooled / LL.WEST.1/LL.EAST.1/LL.ALL.2/LL.OS.2/LL.ARCH.3/LL.WEST.3/LL.EAST.3/LL.OS.3/LL.ALL.5,0,1.0,0.5,0.214991921471934,0.775008078528066,376.2595111626218,623.7413335019567,0.6237408066501912,0,0
15,exclude,6,RTTP / PHID.2/PL.ALL.2,0,1.0,0.5,0.520590399968706,0.46940960003129395,605.030853462978,394.96999120160046,0.39496965758472113,0,0
15,exclude,7,RTTP / PS.2,1,354.5,0.4962,0.656823503198417,0.333176496801583,686.3070020076715,313.693842656907,0.31369357769105344,0,0
15,exclude,10,RTTP / PS.WEST.3,1,739.2,0.5121,0.530951489770925,0.459048510229075,611.3316903325953,388.66915433198324,0.3886688260371931,0,0
15,exclude,13,PTTP/pooled / PHID.2/PL.ALL.2,0,1.0,0.5,0.452486073351209,0.5375139266487909,562.4729796340023,437.5278650305762,0.4375274954665987,0,0
15,exclude,14,PTTP/pooled / PS.2,1,354.5,0.4962,0.503784509596559,0.48621549040344103,594.728180741565,405.2726639230135,0.4052723216038388,0,0
15,exclude,17,PTTP/pooled / PS.WEST.3,1,739.2,0.5121,0.673309918350335,0.31669008164966495,696.1217744261403,303.8790702384382,0.30387881356276825,0,0
