member_id,group_id,arm,X,base_rate,design_arm,objective,rr_penalty,tag_mix,tag_post,agg_F,agg_F_final,agg_F_Fmsy,agg_F_Fmsy_final,SB_SBmsy,SB_SBmsy_final,SB_recent,SB_recent_final,MSY,F_at_MSY,SB_msy,seconds,ok
10,7,include,0.4666666666666667,0.65733034379612,exclude,91216.9100493361,103.199597939,940.6564863075236,6900.8388350684245,0.0655125,0.07009,0.814675,0.8716,1.3655,1.274,229153.0,213831.0,40130.0,0.08042,167800.0,11.865326166152954,1
10,7,include,0.5222222222222221,0.65733034379612,exclude,91187.5121837414,103.130448556,920.8568481231622,6901.329061243264,0.0655125,0.07009,0.814675,0.8716,1.3655,1.274,229153.0,213831.0,40130.0,0.08042,167800.0,12.181448459625244,1
10,7,include,0.5777777777777777,0.65733034379612,exclude,91189.0050751947,105.249570779,919.4421659837716,6902.09210869209,0.0655125,0.07009,0.814675,0.8716,1.3655,1.274,229153.0,213831.0,40130.0,0.08042,167800.0,12.118327856063843,1
10,7,include,0.6333333333333333,0.65733034379612,exclude,91193.9600007156,109.556964606,919.3883506965674,6902.770971393751,0.0655125,0.07009,0.814675,0.8716,1.3655,1.274,229153.0,213831.0,40130.0,0.08042,167800.0,11.945316791534424,1
10,7,include,0.6888888888888889,0.65733034379612,exclude,91201.3929802617,116.052630038,919.7125739573802,6903.364463580992,0.0655125,0.07009,0.814675,0.8716,1.3655,1.274,229153.0,213831.0,40130.0,0.08042,167800.0,12.017944812774658,1
10,7,include,0.7444444444444445,0.65733034379612,exclude,91211.0757383027,124.736567075,920.1746289608668,6903.884108979666,0.0655125,0.07009,0.814675,0.8716,1.3655,1.274,229153.0,213831.0,40130.0,0.08042,167800.0,11.915818452835083,1
10,7,include,0.8,0.65733034379612,exclude,91222.9271113281,135.608775717,920.6812068131156,6904.341657590414,0.0655125,0.07009,0.814675,0.8716,1.3655,1.274,229153.0,213831.0,40130.0,0.08042,167800.0,12.167077779769897,1
10,7,include,0.8462500000000001,0.65733034379612,exclude,91234.4248794828,146.329055123,921.1065833399601,6904.682595847632,0.0655125,0.07009,0.814675,0.8716,1.3655,1.274,229153.0,213831.0,40130.0,0.08042,167800.0,12.032464504241943,1
10,7,include,0.8925000000000001,0.65733034379612,exclude,91247.3979944327,158.565929842,921.5227408338683,6904.99255293448,0.0655125,0.07009,0.814675,0.8716,1.3655,1.274,229153.0,213831.0,40130.0,0.08042,167800.0,11.923772811889648,1
10,7,include,0.93875,0.65733034379612,exclude,91261.8449805664,172.319399873,921.9238662398674,6905.275730122582,0.0655125,0.07009,0.814675,0.8716,1.3655,1.274,229153.0,213831.0,40130.0,0.08042,167800.0,12.071678638458252,1
10,7,include,0.985,0.65733034379612,exclude,91277.7667168089,187.589465217,922.3071734254811,6905.5356774438715,0.0655125,0.07009,0.814675,0.8716,1.3655,1.274,229153.0,213831.0,40130.0,0.08042,167800.0,11.869754791259766,1
