screen,member_id,arm,unit,is_priored,value,threshold,slack,flagged,note
upper-bound,84,exclude,group 1,0,0.249967,0.99,0.740033,0,
upper-bound,84,exclude,group 6,0,0.60895,0.99,0.38105,0,
upper-bound,84,exclude,group 7,1,0.674323,0.99,0.315677,0,
upper-bound,84,exclude,group 10,1,0.548846,0.99,0.441154,0,
upper-bound,84,exclude,group 13,0,0.527799,0.99,0.462201,0,
upper-bound,84,exclude,group 14,1,0.504344,0.99,0.485656,0,
upper-bound,84,exclude,group 17,1,0.727334,0.99,0.262666,0,
upper-bound,84,exclude,group 18,1,0.794958,0.99,0.195042,0,
upper-bound,84,exclude,group 19,0,0.54328,0.99,0.44672,0,
upper-bound,84,exclude,group 20,0,0.133604,0.99,0.856396,0,
upper-bound,84,exclude,group 23,0,0.99,0.99,1.34617e-09,1,at upper bound
upper-bound,84,exclude,group 29,0,0.133062,0.99,0.856938,0,
upper-bound,85,exclude,group 1,0,0.419588,0.99,0.570412,0,
upper-bound,85,exclude,group 6,0,0.80742,0.99,0.18258,0,
upper-bound,85,exclude,group 7,1,0.665574,0.99,0.324426,0,
upper-bound,85,exclude,group 10,1,0.578043,0.99,0.411957,0,
upper-bound,85,exclude,group 13,0,0.730793,0.99,0.259207,0,
upper-bound,85,exclude,group 14,1,0.509835,0.99,0.480165,0,
upper-bound,85,exclude,group 17,1,0.812327,0.99,0.177673,0,
upper-bound,85,exclude,group 18,1,0.939996,0.99,0.050004,0,
upper-bound,85,exclude,group 19,0,0.989999,0.99,7.26938e-07,1,at upper bound
upper-bound,85,exclude,group 20,0,0.233241,0.99,0.756759,0,
upper-bound,85,exclude,group 23,0,0.99,0.99,9.013e-10,1,at upper bound
upper-bound,85,exclude,group 29,0,0.166507,0.99,0.823493,0,
upper-bound,86,include,group 1,0,0.467124,0.99,0.522876,0,
upper-bound,86,include,group 6,0,0.989998,0.99,1.89271e-06,1,at upper bound
upper-bound,86,include,group 7,1,0.545528,0.99,0.444472,0,
upper-bound,86,include,group 10,1,0.630797,0.99,0.359203,0,
upper-bound,86,include,group 13,0,0.99,0.99,6.47672e-09,1,at upper bound
upper-bound,86,include,group 14,1,0.508664,0.99,0.481336,0,
upper-bound,86,include,group 17,1,0.939007,0.99,0.0509929,0,
upper-bound,86,include,group 18,1,0.99,0.99,3.24377e-09,1,at upper bound
upper-bound,86,include,group 19,0,0.99,0.99,4.31393e-09,1,at upper bound
upper-bound,86,include,group 20,0,0.494696,0.99,0.495304,0,
upper-bound,86,include,group 23,0,0.99,0.99,1.90111e-09,1,at upper bound
upper-bound,86,include,group 29,0,0.14867,0.99,0.84133,0,
upper-bound,87,exclude,group 1,0,0.297302,0.99,0.692698,0,
upper-bound,87,exclude,group 6,0,0.841911,0.99,0.148089,0,
upper-bound,87,exclude,group 7,1,0.674754,0.99,0.315246,0,
upper-bound,87,exclude,group 10,1,0.619573,0.99,0.370427,0,
upper-bound,87,exclude,group 13,0,0.75745,0.99,0.23255,0,
upper-bound,87,exclude,group 14,1,0.498911,0.99,0.491089,0,
upper-bound,87,exclude,group 17,1,0.869853,0.99,0.120147,0,
upper-bound,87,exclude,group 18,1,0.949776,0.99,0.0402241,0,
upper-bound,87,exclude,group 19,0,0.99,0.99,6.81121e-09,1,at upper bound
upper-bound,87,exclude,group 20,0,0.260773,0.99,0.729227,0,
upper-bound,87,exclude,group 23,0,0.99,0.99,1.77055e-09,1,at upper bound
upper-bound,87,exclude,group 29,0,0.379429,0.99,0.610571,0,
upper-bound,88,exclude,group 1,0,0.247779,0.99,0.742221,0,
upper-bound,88,exclude,group 6,0,0.695739,0.99,0.294261,0,
upper-bound,88,exclude,group 7,1,0.673845,0.99,0.316155,0,
upper-bound,88,exclude,group 10,1,0.587226,0.99,0.402774,0,
upper-bound,88,exclude,group 13,0,0.571961,0.99,0.418039,0,
upper-bound,88,exclude,group 14,1,0.500117,0.99,0.489883,0,
upper-bound,88,exclude,group 17,1,0.774837,0.99,0.215163,0,
upper-bound,88,exclude,group 18,1,0.89576,0.99,0.0942395,0,
upper-bound,88,exclude,group 19,0,0.989992,0.99,8.03409e-06,1,at upper bound
upper-bound,88,exclude,group 20,0,0.182627,0.99,0.807373,0,
upper-bound,88,exclude,group 23,0,0.99,0.99,1.37473e-09,1,at upper bound
upper-bound,88,exclude,group 29,0,0.195175,0.99,0.794825,0,
upper-bound,89,include,group 1,0,0.28998,0.99,0.70002,0,
upper-bound,89,include,group 6,0,0.412417,0.99,0.577583,0,
upper-bound,89,include,group 7,1,0.532299,0.99,0.457701,0,
upper-bound,89,include,group 10,1,0.570877,0.99,0.419123,0,
upper-bound,89,include,group 13,0,0.488039,0.99,0.501961,0,
upper-bound,89,include,group 14,1,0.505461,0.99,0.484539,0,
upper-bound,89,include,group 17,1,0.745257,0.99,0.244743,0,
upper-bound,89,include,group 18,1,0.808391,0.99,0.181609,0,
upper-bound,89,include,group 19,0,0.694485,0.99,0.295515,0,
upper-bound,89,include,group 20,0,0.170905,0.99,0.819095,0,
upper-bound,89,include,group 23,0,0.99,0.99,1.11078e-09,1,at upper bound
upper-bound,89,include,group 29,0,0.137051,0.99,0.852949,0,
upper-bound,90,exclude,group 1,0,0.288534,0.99,0.701466,0,
upper-bound,90,exclude,group 6,0,0.846909,0.99,0.143091,0,
upper-bound,90,exclude,group 7,1,0.676508,0.99,0.313492,0,
upper-bound,90,exclude,group 10,1,0.612275,0.99,0.377725,0,
upper-bound,90,exclude,group 13,0,0.682686,0.99,0.307314,0,
upper-bound,90,exclude,group 14,1,0.502609,0.99,0.487391,0,
upper-bound,90,exclude,group 17,1,0.814817,0.99,0.175183,0,
upper-bound,90,exclude,group 18,1,0.910355,0.99,0.0796455,0,
upper-bound,90,exclude,group 19,0,0.99,0.99,1.62962e-09,1,at upper bound
upper-bound,90,exclude,group 20,0,0.386533,0.99,0.603467,0,
upper-bound,90,exclude,group 23,0,0.99,0.99,1.75202e-09,1,at upper bound
upper-bound,90,exclude,group 29,0,0.350742,0.99,0.639258,0,
upper-bound,91,exclude,group 1,0,0.337996,0.99,0.652004,0,
upper-bound,91,exclude,group 6,0,0.848035,0.99,0.141965,0,
upper-bound,91,exclude,group 7,1,0.675919,0.99,0.314081,0,
upper-bound,91,exclude,group 10,1,0.617377,0.99,0.372623,0,
upper-bound,91,exclude,group 13,0,0.736086,0.99,0.253914,0,
upper-bound,91,exclude,group 14,1,0.505539,0.99,0.484461,0,
upper-bound,91,exclude,group 17,1,0.838951,0.99,0.151049,0,
upper-bound,91,exclude,group 18,1,0.945128,0.99,0.0448721,0,
upper-bound,91,exclude,group 19,0,0.947914,0.99,0.0420857,0,
upper-bound,91,exclude,group 20,0,0.210044,0.99,0.779956,0,
upper-bound,91,exclude,group 23,0,0.99,0.99,1.9847e-09,1,at upper bound
upper-bound,91,exclude,group 29,0,0.358108,0.99,0.631892,0,
upper-bound,92,include,group 1,0,0.301506,0.99,0.688494,0,
upper-bound,92,include,group 6,0,0.658976,0.99,0.331024,0,
upper-bound,92,include,group 7,1,0.524586,0.99,0.465414,0,
upper-bound,92,include,group 10,1,0.609932,0.99,0.380068,0,
upper-bound,92,include,group 13,0,0.99,0.99,3.379e-09,1,at upper bound
upper-bound,92,include,group 14,1,0.502454,0.99,0.487546,0,
upper-bound,92,include,group 17,1,0.871353,0.99,0.118647,0,
upper-bound,92,include,group 18,1,0.899159,0.99,0.0908408,0,
upper-bound,92,include,group 19,0,0.927396,0.99,0.062604,0,
upper-bound,92,include,group 20,0,0.29362,0.99,0.69638,0,
upper-bound,92,include,group 23,0,0.99,0.99,2.71077e-09,1,at upper bound
upper-bound,92,include,group 29,0,0.148745,0.99,0.841255,0,
upper-bound,93,exclude,group 1,0,0.214846,0.99,0.775154,0,
upper-bound,93,exclude,group 6,0,0.626262,0.99,0.363738,0,
upper-bound,93,exclude,group 7,1,0.664656,0.99,0.325344,0,
upper-bound,93,exclude,group 10,1,0.571131,0.99,0.418869,0,
upper-bound,93,exclude,group 13,0,0.493474,0.99,0.496526,0,
upper-bound,93,exclude,group 14,1,0.502324,0.99,0.487676,0,
upper-bound,93,exclude,group 17,1,0.717771,0.99,0.272229,0,
upper-bound,93,exclude,group 18,1,0.810899,0.99,0.179101,0,
upper-bound,93,exclude,group 19,0,0.989548,0.99,0.000452488,1,at upper bound
upper-bound,93,exclude,group 20,0,0.186398,0.99,0.803602,0,
upper-bound,93,exclude,group 23,0,0.99,0.99,1.01083e-09,1,at upper bound
upper-bound,93,exclude,group 29,0,0.164839,0.99,0.825161,0,
upper-bound,94,include,group 1,0,0.213958,0.99,0.776042,0,
upper-bound,94,include,group 6,0,0.310002,0.99,0.679998,0,
upper-bound,94,include,group 7,1,0.497532,0.99,0.492468,0,
upper-bound,94,include,group 10,1,0.564711,0.99,0.425289,0,
upper-bound,94,include,group 13,0,0.477947,0.99,0.512053,0,
upper-bound,94,include,group 14,1,0.497392,0.99,0.492608,0,
upper-bound,94,include,group 17,1,0.719763,0.99,0.270237,0,
upper-bound,94,include,group 18,1,0.731716,0.99,0.258284,0,
upper-bound,94,include,group 19,0,0.99,0.99,1.75962e-08,1,at upper bound
upper-bound,94,include,group 20,0,0.266468,0.99,0.723532,0,
upper-bound,94,include,group 23,0,0.99,0.99,9.62591e-09,1,at upper bound
upper-bound,94,include,group 29,0,0.13133,0.99,0.85867,0,
upper-bound,95,include,group 1,0,0.21213,0.99,0.77787,0,
upper-bound,95,include,group 6,0,0.327569,0.99,0.662431,0,
upper-bound,95,include,group 7,1,0.503165,0.99,0.486835,0,
upper-bound,95,include,group 10,1,0.58168,0.99,0.40832,0,
upper-bound,95,include,group 13,0,0.711801,0.99,0.278199,0,
upper-bound,95,include,group 14,1,0.496456,0.99,0.493544,0,
upper-bound,95,include,group 17,1,0.784219,0.99,0.205781,0,
upper-bound,95,include,group 18,1,0.776312,0.99,0.213688,0,
upper-bound,95,include,group 19,0,0.99,0.99,1.46127e-08,1,at upper bound
upper-bound,95,include,group 20,0,0.285731,0.99,0.704269,0,
upper-bound,95,include,group 23,0,0.99,0.99,2.66034e-09,1,at upper bound
upper-bound,95,include,group 29,0,0.141993,0.99,0.848007,0,
upper-bound,98,exclude,group 1,0,0.206905,0.99,0.783095,0,
upper-bound,98,exclude,group 6,0,0.535652,0.99,0.454348,0,
upper-bound,98,exclude,group 7,1,0.657892,0.99,0.332108,0,
upper-bound,98,exclude,group 10,1,0.522539,0.99,0.467461,0,
upper-bound,98,exclude,group 13,0,0.456931,0.99,0.533069,0,
upper-bound,98,exclude,group 14,1,0.504034,0.99,0.485966,0,
upper-bound,98,exclude,group 17,1,0.664638,0.99,0.325362,0,
upper-bound,98,exclude,group 18,1,0.709382,0.99,0.280618,0,
upper-bound,98,exclude,group 19,0,0.466175,0.99,0.523825,0,
upper-bound,98,exclude,group 20,0,0.0992328,0.99,0.890767,0,
upper-bound,98,exclude,group 23,0,0.99,0.99,1.58984e-09,1,at upper bound
upper-bound,98,exclude,group 29,0,0.107145,0.99,0.882855,0,
upper-bound,99,exclude,group 1,0,0.249126,0.99,0.740874,0,
upper-bound,99,exclude,group 6,0,0.700309,0.99,0.289691,0,
upper-bound,99,exclude,group 7,1,0.666908,0.99,0.323092,0,
upper-bound,99,exclude,group 10,1,0.581959,0.99,0.408041,0,
upper-bound,99,exclude,group 13,0,0.553076,0.99,0.436924,0,
upper-bound,99,exclude,group 14,1,0.501475,0.99,0.488525,0,
upper-bound,99,exclude,group 17,1,0.761724,0.99,0.228276,0,
upper-bound,99,exclude,group 18,1,0.875347,0.99,0.114653,0,
upper-bound,99,exclude,group 19,0,0.99,0.99,1.22068e-08,1,at upper bound
upper-bound,99,exclude,group 20,0,0.176684,0.99,0.813316,0,
upper-bound,99,exclude,group 23,0,0.99,0.99,1.31821e-09,1,at upper bound
upper-bound,99,exclude,group 29,0,0.182047,0.99,0.807953,0,
survival-floor,1,include,release group 15,,0.142717,0.22,-0.0772829,1,
survival-floor,1,include,release group 98,,-0.0180113,0.22,-0.238011,1,
survival-floor,5,include,release group 21,,-1.03147,0.22,-1.25147,1,posfun penalty DISCARDED by MFCL
survival-floor,5,include,release group 98,,-0.100151,0.22,-0.320151,1,
survival-floor,6,include,release group 21,,-2.97716,0.22,-3.19716,1,posfun penalty DISCARDED by MFCL
survival-floor,6,include,release group 98,,-0.231033,0.22,-0.451033,1,
survival-floor,7,include,release group 98,,-0.0628263,0.22,-0.282826,1,
survival-floor,8,include,release group 21,,-0.197638,0.22,-0.417638,1,posfun penalty DISCARDED by MFCL
survival-floor,8,include,release group 98,,-0.108476,0.22,-0.328476,1,
survival-floor,14,include,release group 5,,0.217637,0.22,-0.00236326,1,
survival-floor,14,include,release group 21,,-0.686362,0.22,-0.906362,1,posfun penalty DISCARDED by MFCL
survival-floor,14,include,release group 98,,-0.175749,0.22,-0.395749,1,
survival-floor,22,include,release group 98,,-0.0899789,0.22,-0.309979,1,
survival-floor,25,include,release group 21,,-1.19872,0.22,-1.41872,1,posfun penalty DISCARDED by MFCL
survival-floor,25,include,release group 98,,-0.160249,0.22,-0.380249,1,
survival-floor,27,include,release group 98,,-0.106141,0.22,-0.326141,1,
survival-floor,29,include,release group 15,,0.128229,0.22,-0.0917706,1,
survival-floor,29,include,release group 98,,-0.0355742,0.22,-0.255574,1,
survival-floor,32,include,release group 15,,-0.039122,0.22,-0.259122,1,
survival-floor,32,include,release group 98,,-0.0324514,0.22,-0.252451,1,
survival-floor,33,include,release group 98,,-0.116175,0.22,-0.336175,1,
survival-floor,34,include,release group 21,,-1.05964,0.22,-1.27964,1,posfun penalty DISCARDED by MFCL
survival-floor,34,include,release group 98,,-0.0835395,0.22,-0.303539,1,
survival-floor,35,include,release group 21,,-0.897661,0.22,-1.11766,1,posfun penalty DISCARDED by MFCL
survival-floor,35,include,release group 98,,-0.144387,0.22,-0.364387,1,
survival-floor,40,include,release group 98,,-0.121583,0.22,-0.341583,1,
survival-floor,42,include,release group 98,,-0.113527,0.22,-0.333527,1,
survival-floor,43,include,release group 21,,-1.91572,0.22,-2.13572,1,posfun penalty DISCARDED by MFCL
survival-floor,43,include,release group 98,,-0.21788,0.22,-0.43788,1,
survival-floor,44,include,release group 15,,0.176396,0.22,-0.0436043,1,
survival-floor,44,include,release group 98,,-0.0231229,0.22,-0.243123,1,
survival-floor,45,include,release group 15,,-0.198127,0.22,-0.418127,1,
survival-floor,45,include,release group 98,,-0.0214605,0.22,-0.24146,1,
survival-floor,46,include,release group 98,,-0.0803847,0.22,-0.300385,1,
survival-floor,49,include,release group 21,,-0.59387,0.22,-0.81387,1,posfun penalty DISCARDED by MFCL
survival-floor,49,include,release group 98,,-0.104603,0.22,-0.324603,1,
survival-floor,52,include,release group 21,,-1.26082,0.22,-1.48082,1,posfun penalty DISCARDED by MFCL
survival-floor,52,include,release group 98,,-0.168603,0.22,-0.388603,1,
survival-floor,62,include,release group 21,,-1.62463,0.22,-1.84463,1,posfun penalty DISCARDED by MFCL
survival-floor,62,include,release group 98,,-0.196738,0.22,-0.416738,1,
survival-floor,63,include,release group 98,,-0.100661,0.22,-0.320661,1,
survival-floor,65,include,release group 21,,-0.226011,0.22,-0.446011,1,posfun penalty DISCARDED by MFCL
survival-floor,65,include,release group 98,,-0.139017,0.22,-0.359017,1,
survival-floor,71,include,release group 98,,-0.0750158,0.22,-0.295016,1,
survival-floor,74,include,release group 98,,-0.0825093,0.22,-0.302509,1,
survival-floor,78,include,release group 98,,-0.132658,0.22,-0.352658,1,
survival-floor,80,include,release group 98,,-0.0473988,0.22,-0.267399,1,
survival-floor,86,include,release group 98,,-0.00297613,0.22,-0.222976,1,
survival-floor,89,include,release group 21,,-0.2521,0.22,-0.4721,1,posfun penalty DISCARDED by MFCL
survival-floor,89,include,release group 98,,-0.0880076,0.22,-0.308008,1,
survival-floor,92,include,release group 98,,-0.0024733,0.22,-0.222473,1,
survival-floor,94,include,release group 21,,-0.396215,0.22,-0.616215,1,posfun penalty DISCARDED by MFCL
survival-floor,94,include,release group 98,,-0.135404,0.22,-0.355404,1,
survival-floor,95,include,release group 15,,-0.20871,0.22,-0.42871,1,
survival-floor,95,include,release group 98,,-0.0501405,0.22,-0.27014,1,
