member_id,arm,group_id,group_label,fisheries,n_release_groups,n_cells,n_cells_active,rep_hat,target_prop,penalty_wt,is_priored,signed_dev,abs_dev,contribution
89,include,23,JPTP / PS.JP.1/PL.JP.1,12-13,37,74,74,0.989999998889,0.5,1,0,0.489999998889,0.489999998889,0.240099998911
89,include,29,JPTP / PS.WEST.3,"25,27",37,74,74,0.137050858582,0.5,1,0,-0.362949141418,0.362949141418,0.131732079256
90,exclude,1,RTTP/PTTP/pooled / LL.WEST.1/LL.EAST.1/LL.ALL.2/LL.OS.2/LL.ARCH.3/LL.WEST.3/LL.EAST.3/LL.OS.3/LL.ALL.5,"1-2,4-10",62,558,558,0.288533966913,0.5,1,0,-0.211466033087,0.211466033087,0.0447178831497
90,exclude,6,RTTP / PHID.2/PL.ALL.2,"14-18,21-22",15,105,105,0.846909387051,0.5,1,0,0.346909387051,0.346909387051,0.120346122824
90,exclude,7,RTTP / PS.2,19-20,15,30,30,0.676508186356,0.4962,354.5,1,0.180308186356,0.180308186356,11.5251644127
90,exclude,10,RTTP / PS.WEST.3,"25,27",15,30,30,0.612275172474,0.5121,739.2,1,0.100175172474,0.100175172474,7.41792018125
90,exclude,13,PTTP/pooled / PHID.2/PL.ALL.2,"14-18,21-22",47,329,329,0.682685910412,0.5,1,0,0.182685910412,0.182685910412,0.0333741418631
90,exclude,14,PTTP/pooled / PS.2,19-20,47,94,94,0.502609249965,0.4962,354.5,1,0.00640924996534,0.00640924996534,0.0145623229744
90,exclude,17,PTTP/pooled / PS.WEST.3,"25,27",47,94,94,0.814817116655,0.5121,739.2,1,0.302717116655,0.302717116655,67.7385528875
90,exclude,18,PTTP/pooled / PS.EAST.3,"26,28",47,94,94,0.910354501004,0.5282,231.2,1,0.382154501004,0.382154501004,33.7649248819
90,exclude,19,JPTP / LL.WEST.1,1,37,37,37,0.98999999837,0.5,1,0,0.48999999837,0.48999999837,0.240099998403
90,exclude,20,JPTP / LL.EAST.1/LL.ALL.2/LL.OS.2/LL.ARCH.3/LL.WEST.3/LL.EAST.3/LL.OS.3/LL.ALL.5,"2,4-10",37,296,296,0.386532883051,0.5,1,0,-0.113467116949,0.113467116949,0.0128747866288
